ra_decals,dec_decals,ls_id,mag_g,snr_g,mag_r,snr_r,mag_i,snr_i,mag_z,snr_z,query_name
49.52247266343628,-3.386173784393529,10995441765192038,27.046722,0.7372158,21.881418,43.292236,19.788301,72.89988,19.613422,177.68777,J031805.39-032310.2
52.04241181158217,1.086240856491138,10995468951618558,,-1.1794425,23.025845,22.521639,21.533318,44.596767,21.090343,48.8627,J032810.18+010510.4
52.12388485465618,-1.446600072489737,10995453852125900,28.63101,0.19383854,22.255907,41.343575,20.618624,85.34924,20.38618,128.31903,J032829.73-012647.7
53.19230977646823,-11.41641736776086,10995393877776705,,-0.27564463,23.112597,33.464134,21.019884,112.52547,20.76152,95.07869,J033246.16-112459.1
53.61856778764003,-6.235593937305829,10995425222854671,25.432823,2.9950335,24.27401,5.11824,22.45569,9.710475,21.155642,63.283436,J033428.46-061408.1
53.65899273101255,-5.432734424686005,10995429731734196,29.14021,0.12625743,27.419704,0.31735194,23.388418,4.38958,20.868246,76.084435,J033438.16-052557.8
55.28362746792397,-2.208866157091315,10995449335907123,,-0.498962,23.648718,7.967065,21.353157,59.09728,21.243711,49.790237,J034108.07-021231.9
55.4209475225448,-11.26817549719446,10995395367801305,25.10838,4.698319,22.46201,38.824,21.433872,65.48985,21.216173,66.72055,J034141.03-111605.4
56.71938458758837,-1.358010438313652,10995455380951907,,-0.32764402,24.323568,5.5568767,21.75434,29.764463,21.364056,44.394314,J034652.65-012128.8
58.67542948697297,-9.580035044496324,10995405786452198,,-0.3734606,23.684607,8.666217,21.430471,46.924465,21.371094,40.469513,J035442.10-093448.1
60.76066262910422,-17.11140342791373,10995361699076205,25.490631,4.997963,21.352022,166.4888,20.020792,360.83585,19.839237,236.42664,J040302.56-170641.0
60.88293248910756,-3.918987105954771,10995438797718808,,-0.31618804,25.250994,2.2896936,23.827332,5.315761,20.663103,80.300186,J040331.90-035508.3
61.0326438759477,-4.693012115942689,10995434278357008,,-0.7489259,25.163996,2.7696128,23.050678,11.358479,21.332565,52.92695,J040407.83-044134.8
61.61376978912322,-8.974695147300093,10995408781185689,26.34381,1.0867116,22.809933,15.315652,21.367897,38.569942,21.293095,37.226933,J040627.31-085828.9
61.63427059784705,-11.88556981089387,10995390953294168,27.253252,0.41782895,22.71508,17.29652,20.722307,91.56667,20.7985,62.840492,J040632.22-115308.0
61.8939444737015,-3.894984964634939,10995438801913685,29.793785,0.07495968,22.897125,22.6084,21.309404,56.962616,21.304625,52.496338,J040734.55-035341.9
63.31161666930468,-13.99331325249085,10995379181983186,,-0.39071822,21.663198,60.712765,19.809544,142.55524,19.634636,193.6328,J041314.79-135935.9
63.86475063958446,-8.10240746526483,10995414768552001,25.354815,3.3774805,21.624336,53.870373,20.008017,205.8141,19.901693,165.60251,J041527.54-080608.6
64.3359147039276,-12.5862022454058,10995388010991311,28.63619,0.1392814,23.456757,9.357801,21.44136,50.90974,21.464827,32.28401,J041720.62-123510.3
64.42309393020231,-7.60267534253359,10995417765385081,25.123604,4.163665,21.754864,48.83117,20.315792,94.687195,20.433159,105.98167,J041741.54-073609.6
66.60017022818428,-1.421868597524407,10995453912942957,23.377325,23.61853,20.20627,187.23222,19.279959,277.82507,19.095715,315.00916,J042624.04-012518.7
67.72894970845515,-9.459415117287207,10995405824200238,25.11133,5.908725,21.302866,97.70098,19.690512,225.869,19.580458,194.90721,J043054.95-092733.8
67.76994572307552,-8.548380110263004,10995411793743015,,-0.3556812,23.597818,11.430849,21.575775,37.309414,21.22578,53.824203,J043104.79-083254.1
67.87920418534141,-4.014666264489122,10995438827078565,25.40488,3.3527174,22.382381,22.740292,21.633284,40.37223,21.323648,42.552086,J043131.01-040052.7
