# ls_id        ra_1        dec_1        
  J1348+5259   207.16254   52.99929     
  J1348+6126   207.22928   61.45539     
  J1348-0124   207.24697   -1.40391     
  J1349+5610   207.28178   56.1728      
  J1349+4900   207.28893   49.00231     
  J1349+6052   207.31891   60.86841     
  J1349-0104   207.35341   -1.0785      
  J1349-0213   207.36492   -2.22182     
  J1349+5204   207.45473   52.07442     
  J1349+5456   207.49011   54.94964     
  J1350+5050   207.50501   50.84908     
  J1350+5546   207.50523   55.77547     
  J1350+4245   207.50725   42.76045     
  J1350+4040   207.52184   40.66838     
  J1350+5323   207.53446   53.3965      
  J1350+4054   207.5624    40.90964     
  J1350+5233   207.57709   52.55519     
  J1350+5341   207.60667   53.69968     
  J1350+4116   207.63994   41.27769     
  J1350+4342   207.70741   43.71109     
  J1350+4741   207.71556   47.6926      
  J1350+6130   207.72964   61.51191     
  J1351+5546   207.78665   55.77016     
  J1351+6136   207.78804   61.60771     
  J1351+3131   207.79976   31.53232     
  J1351-0314   207.82756   -3.24802     
  J1351-0305   207.83557   -3.0936      
  J1351+4355   207.84681   43.91679     
  J1351+6357   207.84784   63.96005     
  J1351+5942   207.87097   59.70658     
  J1351+5210   207.89234   52.16916     
  J1351+5216   207.89567   52.27096     
  J1351+4039   207.9185    40.65628     
  J1352+0505   208.01738   5.0878       
  J1352+6603   208.02704   66.05938     
  J1352-0207   208.0401    -2.13124     
  J1352+5156   208.10222   51.94071     
  J1352+5914   208.10765   59.23773     
  J1352+4056   208.10849   40.93878     
  J1352+6138   208.11894   61.64104     
  J1352+0343   208.13153   3.71954      
  J1352+5611   208.15818   56.18526     
  J1352+5017   208.16232   50.29684     
  J1352+6123   208.20109   61.38621     
  J1352-0203   208.24148   -2.05768     
  J1352+4931   208.24275   49.52803     
  J1352+4921   208.24681   49.35692     
  J1353+5307   208.39413   53.13152     
  J1353+4625   208.41131   46.41948     
  J1353+4206   208.41145   42.11068     
  J1353-0204   208.41718   -2.06741     
  J1353+5557   208.41735   55.95624     
  J1353+6005   208.43315   60.08475     
  J1353+5245   208.43409   52.7445      
  J1353-0111   208.45281   -1.19292     
  J1353+5713   208.47066   57.22073     
  J1354+5555   208.50704   55.92809     
  J1354+5215   208.52046   52.25275     
  J1354+4413   208.53663   44.22142     
  J1354+6525   208.53807   65.43187     
  J1354+3922   208.56981   39.36835     
  J1354+0200   208.59692   2.0083       
  J1354-0305   208.59771   -3.08455     
  J1354+5030   208.59966   50.50536     
  J1354+0211   208.61598   2.18966      
  J1354-0257   208.63663   -2.96594     
  J1354+6004   208.6374    60.08005     
  J1354+6453   208.64214   64.88555     
  J1354+5729   208.64975   57.48982     
  J1354+0220   208.67578   2.34385      
  J1354+0452   208.69261   4.87647      
  J1354+5431   208.71317   54.51952     
  J1354+0512   208.74077   5.21089      
  J1355+0156   208.79411   1.93955      
  J1355+6204   208.80511   62.07365     
  J1355+4741   208.83253   47.69153     
  J1355+5442   208.84894   54.70654     
  J1355+3919   208.87502   39.31829     
  J1355+4703   208.8872    47.07677     
  J1355+5612   208.92256   56.21355     
  J1355+6619   208.9373    66.31625     
  J1355+4739   208.95584   47.66419     
  J1355+5209   208.97207   52.1541      
  J1356+5824   209.00769   58.40756     
  J1356+4145   209.0174    41.75882     
  J1356+5007   209.02      50.12452     
  J1356+0206   209.05252   2.10726      
  J1356+0151   209.06179   1.85459      
  J1356+6014   209.07751   60.23568     
  J1356+5214   209.12156   52.24645     
  J1356+5057   209.15192   50.95686     
  J1356+0127   209.16024   1.45774      
  J1356+6025   209.18981   60.43201     
  J1356+0124   209.19148   1.41036      
  J1357+0311   209.26196   3.19017      
  J1357+3403   209.27219   34.06278     
  J1357+3622   209.27632   36.373       
  J1357+3613   209.28116   36.21792     
  J1357+5904   209.28298   59.06942     
  J1357-0209   209.28961   -2.16017     
  J1357-0159   209.29079   -1.99522     
  J1357-0320   209.2909    -3.33557     
  J1357-0250   209.29404   -2.83701     
  J1357+5902   209.30411   59.04359     
  J1357+6629   209.36008   66.48987     
  J1357+6614   209.41256   66.24434     
  J1357+4954   209.44596   49.90761     
  J1357+6319   209.45558   63.32754     
  J1357+4830   209.46186   48.51121     
  J1357+5447   209.46808   54.78364     
  J1357-0138   209.47654   -1.64488     
  J1357+4626   209.49724   46.44581     
  J1358+5500   209.57499   55.01637     
  J1358+4206   209.58589   42.10797     
  J1358+0155   209.58808   1.92015      
  J1358+4400   209.59576   44.01396     
  J1358+6340   209.68301   63.66817     
  J1358+4220   209.68821   42.33739     
  J1358+4830   209.69168   48.51283     
  J1358+5039   209.71568   50.65269     
  J1358+6627   209.73519   66.45331     
  J1359+4240   209.75983   42.67436     
  J1359+5407   209.78119   54.12659     
  J1359-0115   209.80106   -1.25331     
  J1359+3610   209.82765   36.16673     
  J1359+5004   209.84461   50.06938     
  J1359+5038   209.89047   50.63947     
  J1359+0131   209.8921    1.51704      
  J1359-0223   209.96131   -2.38611     
  J1400+6200   210.10332   62.00057     
  J1400+4221   210.1726    42.36405     
  J1400+6232   210.201     62.54246     
  J1400+5601   210.20664   56.01956     
  J1400+6126   210.23786   61.44661     
  J1401+4213   210.2537    42.23214     
  J1401+5237   210.28102   52.63285     
  J1401-0047   210.28272   -0.795682    
  J1401+4259   210.31478   42.99672     
  J1401+4139   210.35138   41.65939     
  J1401-4033   210.35652   -40.554558   
  J1401-0152   210.36155   -1.87888     
  J1401+3710   210.36746   37.17981     
  J1401+0319   210.36916   3.32845      
  J1401+4658   210.42389   46.98316     
  J1401+4940   210.43168   49.66755     
  J1401+4706   210.48132   47.10025     
  J1401+0141   210.48417   1.68527      
  J1401+0309   210.48834   3.15046      
  J1402+0648   210.59312   6.8133056    
  J1402+4934   210.60561   49.5745      
  J1402+5520   210.64229   55.34661     
  J1402+5716   210.64897   57.27173     
  J1402+6018   210.66088   60.30293     
  J1402+4802   210.66153   48.03836     
  J1402+5938   210.66707   59.63729     
  J1402+0251   210.67244   2.85589      
  J1403+4638   210.75284   46.63458     
  J1403+0318   210.76533   3.30016      
  J1403-0225   210.79058   -2.42031     
  J1403+0409   210.88959   4.15035      
  J1403+5943   210.89854   59.73191     
  J1403+6016   210.9144    60.27788     
  J1404+0145   211.02096   1.75633      
  J1404+6129   211.02131   61.48883     
  J1404+6118   211.02698   61.30306     
  J1404+1339   211.05081   13.65616     
  J1404+5020   211.06521   50.33902     
  J1404+4309   211.06563   43.15291     
  J1404+3732   211.09006   37.54211     
  J1404+5431   211.12591   54.53247     
  J1404+5042   211.1535    50.70323     
  J1404+4146   211.17653   41.78127     
  J1404+0356   211.18335   3.94622      
  J1404+4709   211.18969   47.16164     
  J1404-0206   211.21288   -2.10658     
  J1404-0314   211.23623   -3.2395      
  J1405+5306   211.26145   53.10546     
  J1405+2918   211.26704   29.308729    
  J1405+5140   211.26932   51.663       
  J1405+0209   211.28183   2.16514      
  J1405+4204   211.2948    42.08042     
  J1405+0506   211.30654   5.10288      
  J1405+5932   211.30839   59.53761     
  J1405+5035   211.3487    50.58998     
  J1405+4927   211.35264   49.4597      
  J1405-0205   211.36789   -2.09661     
  J1405-0122   211.3938    -1.38214     
  J1405+0121   211.39872   1.35594      
  J1405-0006   211.41079   -0.10032     
  J1405+5239   211.46506   52.66412     
  J1405+0152   211.493     1.87861      
  J1406+5837   211.52454   58.62779     
  J1406+5230   211.5259    52.5022      
  J1406+3413   211.5782    34.22483     
  J1406-0049   211.59211   -0.82066     
  J1406+5453   211.64605   54.89732     
  J1406+4637   211.66794   46.62445     
  J1406+6156   211.67733   61.94668     
  J1406+3352   211.68004   33.86834     
  J1406+4536   211.70553   45.61204     
  J1406-0222   211.71831   -2.37008     
  J1407+5336   211.84046   53.61393     
  J1407+6449   211.84149   64.81801     
  J1407+4635   211.84382   46.59342     
  J1407+4829   211.8672    48.49186     
  J1407+6238   211.8741    62.63977     
  J1407+0256   211.88691   2.9473       
  J1407+6556   211.91797   65.94294     
  J1407+4646   211.93234   46.77114     
  J1407+3503   211.9393    35.06318     
  J1407+6025   211.95147   60.41851     
  J1408+5616   212.01817   56.27663     
  J1408+5421   212.04075   54.3538      
  J1408+3939   212.05585   39.66486     
  J1408+6058   212.06484   60.97633     
  J1408+5419   212.08014   54.32806     
  J1408+5822   212.09422   58.37897     
  J1408+5515   212.11293   55.25096     
  J1408+5018   212.1165    50.30022     
  J1408+6319   212.12164   63.32498     
  J1408+5305   212.13993   53.08422     
  J1408+3311   212.14639   33.1907      
  J1408+6205   212.15049   62.0902      
  J1408+6129   212.17822   61.4964      
  J1408+5342   212.19938   53.71275     
  J1408+4334   212.21127   43.56825     
  J1408+0427   212.21723   4.45563      
  J1409-0044   212.2694    -0.73666     
  J1409+4309   212.27597   43.15994     
  J1409+3408   212.2977    34.14095     
  J1409+3737   212.30312   37.62931     
  J1409+0308   212.32099   3.13837      
  J1409+6324   212.32171   63.4122      
  J1409+4357   212.35196   43.96624     
  J1409+3306   212.36625   33.10193     
  J1409+3831   212.37067   38.53007     
  J1409+0153   212.37952   1.89863      
  J1409+3407   212.46205   34.12164     
  J1409+4640   212.46449   46.68228     
  J1409+0459   212.46885   4.9888       
  J1409+3307   212.4956    33.12219     
  J1409+0254   212.49781   2.91116      
  J1410+6140   212.51613   61.67394     
  J1410+0430   212.52287   4.50997      
  J1410+0134   212.60646   1.57376      
  J1410+0317   212.61591   3.29094      
  J1410+6116   212.65724   61.27856     
  J1410+3851   212.65817   38.8531      
  J1410+4846   212.66861   48.76926     
  J1410+6400   212.72241   64.01117     
  J1410+5233   212.74753   52.55315     
  J1410+6306   212.74839   63.10263     
  J1411+0253   212.79453   2.89121      
  J1411+0221   212.79535   2.36266      
  J1411+3748   212.83047   37.8126      
  J1411-2119   212.83879   -21.330639   
  J1411+3319   212.84604   33.32028     
  J1411+5419   212.87564   54.33277     
  J1411+4938   212.88017   49.63647     
  J1411+0209   212.88853   2.15468      
  J1411-0025   212.89912   -0.43151     
  J1411+5845   212.90361   58.78195     
  J1411+6024   212.91357   60.41317     
  J1411+4741   212.95645   47.68914     
  J1411+3819   212.97793   38.32591     
  J1411+3809   212.99585   38.15864     
  J1412+5038   213.0077    50.63976     
  J1412+3400   213.01837   34.01097     
  J1412+0250   213.0237    2.8419       
  J1412+3415   213.08068   34.25794     
  J1412+6101   213.09071   61.02976     
  J1412-0250   213.17582   -2.83665     
  J1412+5928   213.19697   59.47803     
  J1412+4724   213.20743   47.41513     
  J1412+4623   213.20936   46.39561     
  J1412+4803   213.23902   48.05498     
  J1412+5459   213.24973   54.98809     
  J1413+5354   213.30129   53.9145      
  J1413+3421   213.31234   34.36016     
  J1413+0016   213.33954   0.27704      
  J1413+5956   213.35187   59.94773     
  J1413+3515   213.35977   35.25805     
  J1413+5248   213.36488   52.8089      
  J1413+6003   213.38065   60.05377     
  J1413+5007   213.38915   50.12833     
  J1413+5154   213.39115   51.90475     
  J1413-0205   213.40067   -2.09848     
  J1413+4917   213.40422   49.2881      
  J1413-0022   213.46575   -0.36905     
  J1414+3329   213.50121   33.48924     
  J1414-0113   213.50142   -1.21961     
  J1414-0254   213.52315   -2.90632     
  J1414+3741   213.64423   37.69664     
  J1414+5232   213.67492   52.54665     
  J1414-0117   213.67614   -1.28646     
  J1414+4210   213.68512   42.17023     
  J1414+4718   213.69974   47.3023      
  J1414+4950   213.71639   49.83716     
  J1415-0146   213.78161   -1.76797     
  J1415+4659   213.79281   46.99821     
  J1415-0201   213.80822   -2.0319      
  J1415+4636   213.83436   46.61644     
  J1415+5359   213.9058    53.98914     
  J1415+4410   213.91052   44.17765     
  J1415-0251   213.92803   -2.85562     
  J1415+3946   213.95116   39.78208     
  J1415-0149   213.98784   -1.83215     
  J1415+3456   213.98858   34.93977     
  J1415-0044   213.98874   -0.7379      
  J1416+3333   214.01668   33.55595     
  J1416+3308   214.05718   33.14151     
  J1416+4518   214.05929   45.30163     
  J1416+5939   214.06815   59.64764     
  J1416+6401   214.09803   64.02289     
  J1416+6047   214.12307   60.79257     
  J1416+3829   214.12633   38.49493     
  J1416+5349   214.17215   53.82579     
  J1416+4805   214.18526   48.093       
  J1417+5102   214.26967   51.04331     
  J1417+4555   214.27832   45.92878     
  J1417+4720   214.28387   47.34119     
  J1417+5322   214.31147   53.3763      
  J1417+4719   214.3299    47.33214     
  J1417+5456   214.37635   54.94438     
  J1417-0221   214.41999   -2.35174     
  J1417+4848   214.45447   48.81607     
  J1417+4945   214.45625   49.76008     
  J1417+4929   214.48474   49.49664     
  J1418+4844   214.52712   48.739       
  J1418+5542   214.5275    55.71299     
  J1418+5346   214.5613    53.77185     
  J1418+0351   214.62013   3.85011      
  J1418+6221   214.68083   62.36648     
  J1418+0347   214.68332   3.79724      
  J1418+5115   214.71939   51.26084     
  J1419+0441   214.77059   4.6894       
  J1419+4842   214.79578   48.71584     
  J1419+4603   214.8281    46.06205     
  J1419-0124   214.83072   -1.41301     
  J1419+5314   214.84447   53.23683     
  J1419+3245   214.84936   32.76027     
  J1419+5456   214.88924   54.93603     
  J1419-3136   214.91113   -31.614422   
  J1419+5813   214.92185   58.21923     
  J1419+4809   214.92566   48.15624     
  J1419+5219   214.93428   52.3237      
  J1419-0157   214.99573   -1.9511      
  J1419+0251   214.99903   2.85836      
  J1420+5320   215.00066   53.34268     
  J1420+4812   215.02356   48.21094     
  J1420+6001   215.06394   60.02129     
  J1420+6319   215.06758   63.32823     
  J1420+3804   215.13081   38.06909     
  J1420+5117   215.13607   51.28867     
  J1420-0222   215.24595   -2.37101     
  J1421-0121   215.32011   -1.36236     
  J1421+5353   215.33853   53.89305     
  J1421+0518   215.42592   5.30988      
  J1421+4704   215.43181   47.07633     
  J1421+4538   215.47508   45.64469     
  J1421+3248   215.48147   32.81007     
  J1421+3250   215.48567   32.83535     
  J1421+0445   215.49378   4.76318      
  J1422+0720   215.52535   7.34653      
  J1422+3332   215.57732   33.53954     
