# ls_id        ra_1        dec_1        
  "2MASSW J001" 3.9364995   35.267389    
  "SDSS J00160" 4.0351665   -0.71725     
  "PSO J004.18" 4.18334708  23.07407979  
  "2MASS J0016" 4.248042    -40.948361   
  "ULAS J00183" 4.652268    -0.4331273   
  "2MASS J0018" 4.692249    -63.936741   
  "PSO J004.71" 4.714933179 51.89179755  
  "SDSS J00191" 4.798542    0.504889     
  "SDSS J00213" 5.4118335   0.434944     
  "ULAS J00240" 6.0265509   13.7846888   
  "ULAS J00242" 6.095583    0.379972     
  "2MASS J0025" 6.2652465   47.988663    
  "SDSS J00261" 6.5477085   -9.728083    
  ULAS~J00270  6.780166667 14.39694444  
  "SDSS J00280" 7.001541    1.047778     
  "2MASSI J002" 7.164291    15.028278    
  "2MASS J0028" 7.2310605   -19.454605   
  "ULAS J00291" 7.3011701   14.9348141   
  "2MASSW J003" 7.625541    -14.842583   
  "2MASSW J003" 7.682667    31.658917    
  "WISE J00311" 7.7919215   57.8267105   
  "PSO J007.79" 7.792286128 57.82674346  
  "DENIS J0031" 7.83        -38.676389   
  "PSO J007.91" 7.919393835 33.59605379  
  "2MASS J0032" 8.021208    2.317139     
  "2MASSI J003" 8.1795      -22.624222   
  "EROS-MP J00" 8.232666    -44.084944   
  ULAS~J00325  8.247958333 14.17697222  
  "2MASS J0033" 8.349417    -15.358583   
  "ULAS J00340" 8.5112505   -0.868528    
  "2MASS J0034" 8.7148755   5.384722     
  "2MASSI J003" 8.736834    -7.100361    
  "SDSS J00352" 8.8516665   14.794361    
  "SDSS J00360" 9.038541    24.228722    
  "2MASSW J003" 9.0673755   18.352889    
  "ULAS J00371" 9.317126    -0.9014023   
  "2MASS J0037" 9.429444    -58.773033   
  "WISE J00382" 9.6211165   27.9811198   
  "WISE J00383" 9.627863    84.0882243   
  "SDSS J00384" 9.68325     13.727639    
  "HD 3651B"   9.829614    21.254559    
  "WISE J00402" 10.1037056  9.0151365    
  "SDSS J00405" 10.2455415  15.479167    
  "SDSS J00415" 10.477209   13.693083    
  "SDSS J00422" 10.5882495  14.989889    
  "WISEA J0043" 10.8594327  22.356687    
  "ULAS J00435" 10.9818778  14.1882846   
  "2MASSW J004" 11.339292   16.579056    
  "WISE J00454" 11.4273849  36.1941634   
  "2MASS J0046" 11.7017085  7.254917     
  "WISEP J0047" 11.7545587  68.0645097   
  "WISEA J0047" 11.8075741  -37.1760387  
  "ULAS J00475" 11.9892671  15.7781154   
  "WISEPC J004" 12.368667   4.683361     
  "WISE J00494" 12.440225   21.8554683   
  "2MASS J0050" 12.583083   -33.377833   
  "SIPS J0050-" 12.601833   -15.638444   
  "ULAS J00503" 12.6591415  -0.0601323   
  "2MASSW J005" 12.794916   -15.738028   
  "2MASS J0052" 13.0513335  0.204778     
  "2MASS J0053" 13.3291245  -36.5195     
  "SDSS J00534" 13.454625   -1.231778    
  "SDSSp J0054" 13.527291   -0.517167    
  "SDSS J00563" 14.150916   -1.192194    
  "WISEA J0057" 14.4902082  20.2177828   
  "2MASSW J005" 14.677209   -6.856639    
  "CFBDS J0059" 14.7954165  -1.233694    
  "ULAS J01003" 15.1502143  6.3459938    
  "2MASSI J010" 15.883458   19.593361    
  "2MASSI J010" 16.03125    -0.891194    
  ULAS~J01053  16.38241667 14.49208333  
  "2MASS J0106" 16.5952335  -59.555153   
  "SDSSp J0107" 16.968417   0.698972     
  "SSSPM J0109" 17.2562505  -51.013722   
  "SSSPM J0109" 17.28825    -49.914778   
  "SDSS J01101" 17.5595835  1.105306     
  "ULAS J01115" 17.9662771  -1.0929403   
  ULAS~J01149  18.20695833 15.616       
  "ULAS J01164" 19.1895953  14.7262813   
  "DENIS J0116" 19.2204165  -64.9325     
  "2MASSI J011" 19.447833   -34.057167   
  "SDSS J01181" 19.5699165  14.3115      
  "SDSS J01191" 19.800291   24.058806    
  "2MASS J0122" 20.7126212  -24.6644453  
  "WISEPA J012" 20.8883745  41.701083    
  "SSSPM J0124" 20.9960415  -42.668694   
  "2MASS J0124" 21.1916625  -57.760555   
  "2MASSI J012" 21.4037085  -34.584694   
  "2MASS J0126" 21.5878755  14.46825     
  "ULAS J01273" 21.8986997  15.6516161   
  "SDSS J01274" 21.9313335  13.905833    
  "ULAS J01281" 22.0600425  -0.698194    
  "2MASS J0128" 22.111035   -55.759533   
  "ULAS J01285" 22.2289561  6.5658014    
  ULAS~J01290  22.27866667 1.230666667  
  "2MASSW J012" 22.300875   35.299444    
  "ULAS J01301" 22.574192   8.0813664    
  "2MASS J0130" 22.648458   -44.761417   
  "ULAS J01311" 22.8230415  -0.524611    
  "2MASS J0131" 22.826583   38.032056    
  "ULAS J01324" 23.1826565  5.8755705    
  "CFBDS J0133" 23.2594575  2.524556     
  "SSSPM J0134" 23.385333   -63.244861   
  "2MASS J0134" 23.511708   5.136806     
  "PSO J023.85" 23.8557424  2.088336196  
  "WISE J01352" 23.8568934  17.2508997   
  "2MASSW J013" 23.899416   12.089333    
  "ULAS J01362" 24.0825505  7.2938262    
  "PSO J024.15" 24.1518793  37.64429383  
  "SIMP J01365" 24.23937    9.56306      
  "ULAS J01380" 24.5320105  -1.071494    
  "WISEPC J013" 24.652458   -3.372556    
  "ULAS J01393" 24.915708   0.803833     
  "ULAS J01395" 24.9610775  15.0519599   
  "2MASSW J014" 25.263375   18.080611    
  ULAS~J01410  25.26375    13.30905556  
  "2MASS J0141" 25.451625   -16.022111   
  "2MASS J0141" 25.4926245  -46.565944   
  "2MASS J0144" 26.147334   -7.270611    
  "WISE J01465" 26.7360825  42.569444    
  "SDSS J01465" 26.7422505  0.359083     
  "2MASS J0147" 26.8625835  47.520611    
  "2MASSW J014" 26.889333   34.886444    
  "WISEPC J014" 27.0302085  -72.049639   
  ULAS~J01481  27.04870833 14.00788889  
  "ULAS J01492" 27.3629441  14.6856021   
  "SDSS J01495" 27.484458   0.279944     
  "WISEPA J015" 27.54525    38.45675     
  "ULAS J01502" 27.601542   13.99        
  ULAS~J01514  27.925375   12.74147222  
  "ULAS J01514" 27.9338278  13.7794019   
  "2MASS J0153" 28.3109595  -67.738388   
  ULAS~J02:00  30.01233333 6.968916667  
  "ULAS J02001" 30.05492    9.14311      
  "ULAS J02004" 30.197667   13.631972    
  "WISEA J0202" 30.5052179  -31.6125572  
  ULAS~J02033  30.88891667 -1.136777778 
  "ULAS J02033" 30.9039165  -1.041972    
  "2MASSW J020" 31.2643335  12.861722    
  "DENIS-P J02" 31.3725     -11.991556   
  "ULAS J02053" 31.3735165  14.353825    
  "SDSS J02055" 31.464      -7.990278    
  "ULAS J02060" 31.5179221  5.8328231    
  "SDSS J02060" 31.536666   22.599806    
  "PSO J031.56" 31.56509739 20.90970198  
  "WISEPA J020" 31.6052505  26.673222    
  "SDSS J02073" 31.898208   13.932333    
  "SDSS J02074" 31.9285005  0.015667     
  "2MASSW J020" 32.076375   25.714806    
  "2MASSW J020" 32.098458   27.627778    
  "2MASSW J020" 32.2291245  25.013556    
  "ULAS J02094" 32.434584   13.656861    
  "WISE J02101" 32.5426934  40.1415427   
  "SDSS J02112" 32.8677915  14.16775     
  "SDSS J02124" 33.202125   22.306111    
  "2MASSI J021" 33.3700005  44.745917    
  "2MASSI J021" 34.6213755  -31.556389   
  "SSSPM J0219" 34.8669585  -19.644889   
  "WISEPA J022" 35.27475    38.700806    
  "ULAS J02220" 35.5017915  -0.402917    
  "WISEPC J022" 35.843292   -29.549472   
  "2MASS J0223" 35.9776695  -58.251869   
  "DENIS J0224" 36.0499995  -76.555556   
  "2MASSI J022" 36.152916   25.617833    
  "ULAS J02260" 36.5134464  7.0420575    
  "WISEPA J022" 36.5999175  -2.195222    
  "IfA 0230-Z1" 36.656667   0.865194     
  "CFBDS J0226" 36.6623325  -7.4755      
  "CFBDS J0226" 36.6860415  -6.422778    
  "2MASS J0227" 36.793167   -16.413306   
  "SDSS J02272" 36.849042   -0.921833    
  "2MASSW J022" 37.045875   25.627222    
  "2MASS J0228" 37.1768175  16.659166    
  "2MASS J0228" 37.181496   -63.418133   
  "2MASS J0229" 37.3664175  -0.891167    
  "2MASS J0230" 37.5646245  27.068361    
  "WISE J02303" 37.6621432  -2.4316727   
  "2MASS J0230" 37.6850835  -30.457639   
  "DENIS J0230" 37.6875     -9.884722    
  "2MASS J0233" 38.256042   -64.061667   
  "WISE J02331" 38.3252699  30.5084557   
  "2MASS J0234" 38.503875   -64.701889   
  "SDSS J02354" 38.948166   -8.822167    
  "GJ 1048B"   38.999709   -23.522361   
  "SDSSp J0236" 39.0747495  0.815222     
  "2MASSI J023" 39.9268755  -17.596417   
  "2MASS J0241" 40.297959   -3.449639    
  "2MASSI J024" 40.4736255  -12.68525    
  "2MASSW J024" 40.681458   16.127556    
  "SDSS J02425" 40.7372085  21.389       
  "2MASSI J024" 40.807125   -24.891611   
  "WISE J02451" 41.3025952  -34.8466131  
  "ULAS J02455" 41.4910593  6.8997964    
  "PSO J041.54" 41.54265329 1.945638648  
  "ULAS J02470" 41.7643182  -1.1169664   
  "WISE J02471" 41.8106006  37.4231892   
  "SDSS J02474" 41.9574165  -16.520333   
  "CFBDS J0250" 42.722208   16.347417    
  "2MASSI J025" 42.8120835  -3.879417    
  ULAS~J02524  43.18375    1.104972222  
  "CFBDS J0254" 43.5069585  -18.424778   
  "WISEPA J025" 43.539375   2.39975      
  "DENIS-P J02" 43.7648745  -47.014139   
  "ULAS J02554" 43.9386397  6.2821338    
  "CFBDS J0255" 43.9935825  -17.505611   
  "SDSS J02560" 44.0078745  1.179639     
  "CFBDS J0257" 44.325333   -12.81475    
  "2MASS J0257" 44.357541   -31.097861   
  "CFBDS J0258" 44.5246665  -14.926194   
  "CFBDS J0258" 44.6691675  -18.44675    
  "WISE J02593" 44.891747   -3.7794506   
  "ULAS J02594" 44.9205764  5.826326     
  "UGCS J03001" 45.05775    49.028472    
  "2MASS J0300" 45.0679575  21.505694    
  "CFBDS J0301" 45.377208   -10.751194   
  "CFBDS J0301" 45.3962925  -16.238333   
  "SDSSp J0301" 45.4021665  0.349278     
  "2MASSI J030" 45.505083   13.970611    
  "CFBDS J0302" 45.607833   -14.690389   
  "CFBDS J0302" 45.6111255  -14.622      
  "2MASS J0303" 45.835083   -73.208333   
  "SDSSp J0303" 45.838458   -0.1605      
  "WISE J03044" 46.20429167 -27.08563889 
  "WISEPA J030" 46.38975    39.909556    
  "WISEA J0306" 46.5069333  -3.5163921   
  "SSSPM J0306" 46.548291   -36.798      
  "2MASSW J030" 46.611834   15.753806    
  "WISEPA J030" 46.8565425  29.079889    
  "WISP 030741" 46.92133    -72.73264    
  "2MASSW J030" 47.2870005  -19.827417   
  "CFBDS J0309" 47.3428755  -16.240583   
  "2MASS J0310" 47.5583745  -27.945889   
  "2MASSW J031" 47.749416   16.804306    
  "WISEPA J031" 48.358167   78.128944    
  "2MASS J0314" 48.5143335  16.051556    
  "DENIS J0314" 48.6466665  -46.394722   
  "ULAS J03145" 48.715509   4.8961829    
  "PSO J048.98" 48.98067605 7.541405782  
  "WISE J03161" 49.0611855  38.3355698   
  "WISE J03162" 49.1016884  43.1190907   
  "PSO J049.11" 49.11239297 17.0884736   
  "PSO J049.11" 49.11588967 26.8409471   
  "2MASSI J031" 49.188      -28.814472   
  "SDSS J03174" 49.41825    6.217722     
  "2MASS J0318" 49.7251245  -34.358111   
  "ULAS J03200" 49.9989631  6.2946059    
  "2MASSW J032" 50.118291   -4.776611    
  "ULAS J03204" 50.1757965  6.3103434    
  "WISE J03212" 50.3374088  -73.7996347  
  "ULAS J03214" 50.4294558  5.7567097    
  "2MASS J0323" 50.7917505  -46.523254   
  "WISEPC J032" 50.9063745  -60.431917   
  ULAS~J03235  50.97425    6.231194444  
  "2MASS J0325" 51.2557035  22.884417    
  "WISEA J0325" 51.26883333 -50.73416667 
  "WISE J03251" 51.3236916  -38.914956   
  "WISE J03254" 51.4488855  8.5217333    
  "SDSS J03255" 51.47175    4.427944     
  "2MASSW J032" 51.556959   29.837556    
  "2MASS J0326" 51.676041   -21.034917   
  "SDSSp J0328" 52.072416   0.549222     
  "2MASSI J032" 52.1777085  23.03475     
  "ULAS J03292" 52.3343997  4.506697     
  "ULAS J03300" 52.5238612  5.9482385    
  "SDSSp J0330" 52.573917   0.01325      
  ULAS~J03302  52.61654167 5.607388889  
  "SDSSp J0330" 52.646292   -0.426278    
  "ULAS J03303" 52.6535333  4.4492135    
  "PSO J052.72" 52.7214194  -3.840914039 
  "WISEPC J033" 53.4555825  -58.938528   
  "ULAS J03335" 53.4638034  0.2346971    
  "SDSS J03345" 53.7346245  1.105392     
  "WISE J03351" 53.8128307  43.1791001   
  "WISE J03360" 54.0210411  -1.7308557   
  "WISE J03365" 54.2162936  28.4413201   
  "2MASSW J033" 54.2649585  -17.968861   
  ULAS~J03:37  54.39420833 5.007472222  
  "PSO J054.81" 54.81493645 -11.7791574  
  "2MASS J0340" 55.0392645  -67.401436   
  "PSO J055.04" 55.04933855 -21.17043932 
  "ULAS J03415" 55.4591962  4.3902252    
  "2MASS J0342" 55.567551   -68.292252   
  "SDSS J03440" 56.0371245  1.19025      
  "2MASP J0345" 56.4298335  25.673139    
  "2MASS J0348" 57.032166   -60.374167   
  "Roque 25"   57.1275     22.747222    
  "ULAS J03483" 57.1373745  -0.216194    
  "PSO J057.28" 57.2894476  15.24331718  
  "WISE J03500" 57.501333   -56.975056   
  "SDSS J03504" 57.7025415  -5.3035      
  "SDSS J03510" 57.767625   48.179917    
  "2MASS J0352" 58.045257   2.179992     
  "SDSS J03530" 58.2855825  10.515556    
  "SDSS J03544" 58.7022915  -0.461667    
  "2MASS J0355" 58.8473745  11.562139    
  "2MASSW J035" 58.9246245  22.950444    
  Hya11        58.925      22.95027777  
  "SDSS J03572" 59.3379165  -6.690556    
  "DENIS-P J03" 59.3622915  -44.291806   
  "2MASS J0358" 59.5939605  -41.268345   
  "WISE J03593" 59.8919175  -54.031833   
  "SDSS J04010" 60.253875   -6.159       
  "PSO J060.32" 60.31998775 25.96449744  
  "2MASS J0401" 60.3740685  -40.845802   
  "WISE J04013" 60.4050834  28.8310082   
  "WISE J04041" 61.0750816  41.4598847   
  "WISEA J0404" 61.18125    -64.34166667 
  "2MASS J0406" 61.6115415  -38.202833   
  "2MASS J0407" 61.781358   15.779381    
  "2MASS J0407" 61.786875   15.249028    
  "2MASSI J040" 62.121042   -14.842611   
  "2MASSI J040" 62.2895835  21.077583    
  "WISEPA J041" 62.594625   15.046806    
  Hya03        62.60004167 14.98619444  
  "WISEPA J041" 62.727      14.192111    
  "SDSSp J0413" 63.334959   -1.240222    
  "WISE J04135" 63.4922902  -47.8442914  
  "2MASS J0415" 63.775083   82.515472    
  "2MASSI J041" 63.831417   -9.585167    
  Hya10        64.39154167 14.50427778  
  Hya02        65.10208333 23.93694444  
  "2MASS J0421" 65.279937   -63.100624   
  "SDSS J04223" 65.6277495  7.39525      
  "SDSSp J0423" 65.952417   -4.234306    
  "WISE J04241" 66.0751933  7.4621804    
  "2MASSI J042" 67.212333   -22.889639   
  CFHT-Hy-21   67.3445835  15.591389    
  CFHT-Hy-20   67.66125    13.165833    
  "WISE J04305" 67.7206823  46.5588121   
  "WISEA J0435" 68.8992891  21.2524826   
  "PSO J068.92" 68.92918665 13.39578576  
  Hya12        68.92925    13.3957777   
  "2MASS J0436" 69.0856125  -42.314545   
  "2MASSI J043" 69.754209   -23.885639   
  "PSO J070.37" 70.37732096 4.733312151  
  "2MASSI J044" 70.774209   -32.035833   
  "PSO J071.47" 71.47077626 36.49304003  
  "2MASSI J044" 71.4744585  -30.805667   
  "PSO J071.63" 71.63933883 -24.49901874 
  "WISE J04463" 71.6393837  -24.4990856  
  Hya09        71.6475     14.85722222  
  "PSO J071.87" 71.87672991 -12.27130123 
  "WISEPA J044" 72.222042   -19.596806   
  "2MASSI J045" 72.7538745  -34.0375     
  "2MASSI J045" 73.3602915  -17.865083   
  "WISE J04574" 74.4420789  -2.122019    
  Hya08        74.690625   12.20947222  
  "WISEPA J045" 74.7245415  64.581361    
  "WISEA J0459" 74.8384102  15.6831164   
  "WISEPA J050" 75.012708   -12.395333   
  "2MASS J0500" 75.0874995  3.513917     
  "2MASS J0501" 75.35025    -0.179222    
  "PSO J076.70" 76.70918943 52.60871129  
  "PSO J077.10" 77.10338829 24.38095655  
  "2MASS J0510" 77.646834   -42.137405   
  "2MASSI J051" 78.0265005  -29.831667   
  "WISE J05120" 78.0361455  -30.0678451  
  "WISEPA J051" 78.3220005  6.137417     
  "PSO J078.99" 78.99037072 31.01710003  
  "2MASS J0516" 79.0393755  -4.763861    
  "2MASS J0518" 79.692333   -27.946028   
  "2MASS J0518" 79.749792   -28.477      
  "WISE J05212" 80.3596124  10.424549    
  "2MASSI J052" 80.90925    -14.050611   
  "WISEPA J052" 81.4013745  67.664528    
  "2MASS J0525" 81.4114995  -74.433556   
  "2MASS J0526" 81.681198   -44.929317   
  "2MASS J0526" 81.7488915  -50.439339   
  "WISEPA J052" 82.1854575  -33.139972   
  "2MASS J0530" 82.552542   62.890389    
  "UGCS J05302" 82.593834   -5.413167    
  "2MASS J0532" 83.2227495  82.779583    
  "WISEA J0532" 83.2387493  4.3118147    
  "WISE J05351" 83.82       -75.006917   
  "2MASS J0536" 84.0832515  -19.344357   
  "SOri 66"    84.352917   -2.531111    
  "SOri 70"    84.5420835  -2.607222    
  "SOri 67"    84.5524995  -2.360556    
  "SOri 47"    84.560916   -2.670944    
  "SOri 65"    84.6087495  -2.384722    
  "SOri 68"    84.662916   -2.468056    
  "SOri 61"    84.719166   -2.479444    
  "SOri 71"    84.750834   -2.618333    
  "SOri 56"    84.75375    -2.361667    
  "SOri 58"    84.765      -2.426667    
  "SOri 60"    84.9062505  -2.511667    
  "SOri 62"    84.925416   -2.508611    
  "SDSSp J0539" 84.966666   -0.983861    
  "WISEPA J053" 84.9875835  -10.576806   
  "SOri 52"    85.038333   -2.442222    
  "WISE J05404" 85.1959026  48.5422825   
  "WISEPA J054" 85.6302495  -16.47475    
  "2MASS J0543" 85.8286245  64.381333    
  "WISE J05460" 86.5049837  -9.996518    
  "WISEA J0550" 87.5330897  16.1810836   
  "PSO J087.77" 87.77483318 -12.65375962 
  "PSO J088.04" 88.04519298 43.2122683   
  "PSO J088.33" 88.33236697 -24.44391684 
  "2MASS J0559" 89.82975    -14.080222   
  "2MASS J0602" 90.5265825  40.733025    
  "2MASS J0602" 90.5923335  63.610861    
  "LSR 0602+39" 90.6268755  39.183111    
  "2MASS J0605" 91.258167   -23.7075     
  "WISEP J0607" 91.9110566  24.4981729   
  "WISEA J0607" 91.9255776  45.8436282   
  "CD-35 2722" 92.3300415  -35.825333   
  "Gl 229B"    92.6449995  -21.866667   
  "WISEPA J061" 92.8963755  -4.173333    
  "WISEPA J061" 93.0362085  -49.339944   
  "WISEPA J061" 93.0580425  -30.603528   
  "WISEPA J061" 93.5312085  39.210111    
  "WISE J06143" 93.6573119  9.859784     
  "DENIS-P J06" 93.9556035  -1.01155     
  "2MASS J0616" 94.0221945  -45.952244   
  "2MASS J0616" 94.166916   -64.122056   
  "AB Pic b"   94.8039165  -58.055806   
  "WISEPA J062" 95.7914175  -4.940167    
  "WISE J06244" 96.1763221  66.4405269   
  "2MASS J0624" 96.1914585  -45.365222   
  "WISEPA J062" 96.4258755  56.77375     
  "SDSS J06262" 96.588375   0.492806     
  "WISEPA J062" 96.833625   -11.241333   
  "WISE J06290" 97.2714016  24.3013452   
  "2MASS J0632" 98.025708   83.083722    
  "2MASS J0632" 98.1001065  -50.176384   
  "2MASS J0639" 99.9831765  -74.312416   
  "2MASS J0641" 100.326666  -43.375806   
  "WISE J06420" 100.5233039 41.0320545   
  "PSO J100.52" 100.5233506 41.03192161  
  "2MASS J0645" 101.3813805 -66.77       
  "HD 46588 B" 101.61483   79.584583    
  "PSO J101.84" 101.8428144 39.74622185  
  "WISE J06472" 101.8468383 -62.5431737  
  "HD 49197B"  102.3391665 43.759194    
  "DENIS-P J06" 103.0823865 -25.580719   
  "PSO J103.09" 103.0926913 41.4600339   
  "PSO J103.09" 103.0927054 41.46005686  
  "2MASSI J065" 103.128042  47.176333    
  "SDSS J06540" 103.5235005 65.468083    
  "WISEPA J065" 104.04      42.091944    
  "WISEA J0659" 104.9939721 17.2863771   
  "2MASS J0700" 105.152667  31.957389    
  "WISE J07015" 105.4991726 63.3580854   
  "PSO J105.49" 105.4992096 63.35804312  
  "2MASSW J070" 107.0888745 29.843056    
  "2MASS J0712" 108.1570005 -61.931333   
  "WISE J07132" 108.3439605 -29.29775    
  "PSO J108.45" 108.4589619 38.20850746  
  "WISEA J0715" 108.9682654 -11.7591597  
  "DENIS-P J07" 109.199586  -6.510268    
  "2MASSW J071" 109.31775   57.095278    
  "PSO J109.48" 109.4864034 46.52783823  
  "2MASS J0719" 109.882833  -50.861389   
  "UGPS J07222" 110.6149995 -5.677333    
  "WISE J07231" 110.8019888 34.0537545   
  "2MASS J0723" 110.810916  57.45225     
  "2MASSI J072" 111.8260005 17.167       
  "2MASS J0729" 112.2500835 -39.901222   
  "WISE J07334" 113.4496481 75.7441996   
  "WISE J07344" 113.6834205 -71.962222   
  "2MASS J0735" 113.9534205 27.337972    
  "SDSS J07392" 114.841791  66.251083    
  "SDSS J07400" 115.029666  20.156       
  "2MASSW J074" 115.04025   32.200889    
  "PSO J115.06" 115.0658775 59.04726017  
  "SDSS J07414" 115.455     23.857639    
  "2MASS J0741" 115.491     5.532444     
  "SDSS J07420" 115.50417   20.92142     
  "WISEPA J074" 116.2381305 56.472722    
  "ULAS J07450" 116.26163   23.54453     
  "ULAS J07461" 116.5709457 23.9252486   
  "2MASSI J074" 116.6773335 20.008917    
  "SDSS J07465" 116.7367905 25.171944    
  "ULAS J07472" 116.83363   24.92119     
  "SDSS J07475" 116.984625  39.792472    
  "PSO J117.16" 117.1607781 17.72586394  
  "WISEPA J075" 117.516     27.429111    
  "WISEPA J075" 117.7866195 -76.580444   
  "DENIS-P J07" 117.818556  -25.512012   
  "SDSS J07525" 118.236375  17.576139    
  "SDSS J07525" 118.247583  41.609556    
  "2MASSI J075" 118.384041  29.286639    
  "WISE J07543" 118.6291022 79.1660942   
  "SDSS J07551" 118.8136665 29.57925     
  "2MASSI J075" 118.9497915 22.204694    
  "2MASSI J075" 119.1053745 12.748889    
  "SDSS J07565" 119.234625  23.249361    
  "HIP 38939B" 119.5067799 -25.650517   
  "ULAS J07582" 119.6240753 22.4244373   
  "SDSS J07584" 119.668209  32.790139    
  "ULAS J07593" 119.9072371 18.9323088   
  "WISEPC J075" 119.9457495 -49.081667   
  "SDSS J08002" 120.11487   55.192806    
  "SDSS J08004" 120.200625  46.973778    
  "ULAS J08004" 120.2010218 19.1399898   
  ULAS~J08:00  120.229375  19.64391667  
  "2MASSW J080" 120.4189995 46.4805      
  "SDSS J08025" 120.7322895 33.362111    
  "SDSS J08032" 120.844959  12.646056    
  ULAS~J08:04  121.1710417 18.43655556  
  "SDSS J08051" 121.3320405 49.418       
  "SDSS J08053" 121.3828755 48.209167    
  "SDSS J08054" 121.4579205 51.220167    
  "WISE J08070" 121.7509754 41.5074089   
  "SDSS J08085" 122.2457895 41.128056    
  "ULAS J08091" 122.326404  21.4371432   
  "SDSS J08095" 122.495958  44.572667    
  "ULAS J08111" 122.79525   25.49217     
  "WISE J08111" 122.824822  -80.8615038  
  "WISE J08122" 123.0835674 40.3517264   
  "DENIS-P J08" 123.1321215 -24.745111   
  "SDSS J08125" 123.2216205 37.351167    
  "SDSS J08130" 123.25425   32.468861    
  "ULAS J08140" 123.53129   24.86692     
  "ULAS J08150" 123.7802424 27.1883985   
  "SDSS J08155" 123.9864165 45.403306    
  "SDSS J08165" 124.2238305 34.759944    
  "DENIS J0817" 124.375041  -61.921056   
  "SDSS J08173" 124.3916295 39.601667    
  "SDSS J08175" 124.4895405 18.401389    
  "SDSS J08180" 124.50933   58.489139    
  "SDSS J08181" 124.5511695 33.180056    
  "SDSS J08181" 124.5599205 24.893722    
  "ULAS J08191" 124.8273617 21.0528156   
  "ULAS J08194" 124.950375  7.556472     
  "WISEPA J081" 124.9918695 -3.591389    
  "2MASSW J082" 125.124834  45.00875     
  "SDSS J08203" 125.125542  10.627       
  "WISEPA J082" 125.38179   14.722028    
  "ULAS J08215" 125.4810636 25.1609948   
  "DENIS-P J08" 125.7630495 -49.200359   
  "2MASS J0823" 125.7849165 61.422444    
  "ULAS J08232" 125.8644165 0.406778     
  "SDSS J08234" 125.94579   15.829833    
  "2MASS J0823" 125.9507505 24.482694    
  ULAS~J08:24  126.117     5.961805556  
  "WISEA J0825" 126.2807083 28.09672222  
  "2MASSI J082" 126.3319995 21.264472    
  "SDSS J08253" 126.4161195 31.011306    
  "WISEA J0826" 126.668544  -16.6755201  
  "ULAS J08270" 126.781959  -2.068944    
  "SSSPM J0829" 127.1424585 -13.1555     
  "2MASSW J082" 127.277667  14.939583    
  "SDSS J08292" 127.3675395 34.665       
  "PSO J127.46" 127.4696593 10.57766223  
  "2MASSW J082" 127.4877915 26.919417    
  "SDSSp J0830" 127.5343755 48.480056    
  "SDSS J08304" 127.70325   1.475306     
  "SDSS J08312" 127.842     15.647306    
  "2MASSW J083" 128.0187915 -1.476667    
  ULAS~J08:32  128.2444167 1.211638889  
  ULAS~J08:33  128.3941667 -1.748527778 
  "WISE J08333" 128.4075435 0.8705018    
  "SDSS J08350" 128.7759165 19.884722    
  "2MASSI J083" 128.927334  -8.32325     
  "2MASS J0835" 128.992875  5.808556     
  "SDSS J08361" 129.0476295 45.055417    
  "WISEPC J083" 129.17133   -18.996444   
  "SDSS J08365" 129.2181705 18.595806    
  "SDSSp J0837" 129.3215835 -0.004972    
  "SDSS J08373" 129.38667   16.29375     
  "ULAS J08375" 129.484125  -0.698889    
  "SDSS J08375" 129.49896   19.957694    
  "2MASS J0838" 129.5477009 15.1875154   
  ULAS~J08:38  129.677125  8.283472222  
  "SDSS J08401" 130.068459  54.500528    
  "SDSS J08403" 130.15017   14.573417    
  "ULAS J08403" 130.1530005 7.992667     
  "SDSS J08410" 130.27854   60.585083    
  "SDSS J08414" 130.4573805 0.979056     
  "ULAS J08421" 130.548666  9.603306     
  ULAS~J08:43  130.7584167 0.2130277778 
  "SDSS J08433" 130.8886695 10.412083    
  "SDSS J08440" 131.02917   28.783917    
  ULAS~J08:44  131.044375  -1.995611111 
  "SDSS J08444" 131.1857505 40.605556    
  "UGCS J08451" 131.2943546 21.8047862   
  ULAS~J08:47  131.793125  2.070361111  
  "2MASSI J084" 131.8696665 -15.543667   
  "ULAS J08474" 131.9330803 3.8446084    
  "SDSS J08475" 131.9644995 1.636389     
  ULAS~J08:48  132.207125  7.253333333  
  "SDSS J08493" 132.3918705 59.273028    
  ULAS~J08:50  132.6477083 6.364638889  
  "2MASSs J085" 132.6497085 10.954333    
  "SDSS J08511" 132.817791  18.291722    
  "ULAS J08513" 132.9126255 0.894694     
  "SDSS J08523" 133.14521   47.34194     
  ULAS~J08:53  133.2986667 3.36325      
  "ULAS J08534" 133.4289165 0.114389     
  "SDSS J08535" 133.49625   22.559944    
  "WISE J08551" 133.795125  -7.245138888 
  "PSO J133.80" 133.8015574 -2.565726951 
  "PSO J133.83" 133.8301145 6.015999421  
  ULAS~J08:55  133.9182917 -2.323305556 
  ULAS~J08:55  133.9990417 0.5134166667 
  "SDSS J08560" 134.0085405 12.670639    
  "2MASSI J085" 134.199708  22.588389    
  "ULAS J08571" 134.3164995 9.223694     
  "WISEPA J085" 134.31771   56.068778    
  "SDSSp J0857" 134.493708  57.147611    
  "SDSS J08580" 134.52279   22.249389    
  "SDSS J08583" 134.644458  32.940972    
  "SDSS J08585" 134.7454995 18.079361    
